#{"t_start": 1650012600.3294065, "env_id": "A1GymEnv-v1"}
r,l,t
2.499559,71,97.776509
1.007449,40,97.870901
1.836864,70,97.992683
3.196153,78,98.151597
6.765256,108,98.365513
3.9742,94,98.529158
2.281506,122,98.773358
2.185102,89,98.946298
-0.016019,34,99.002803
0.348821,59,99.129314
1.900442,86,99.298764
-0.255843,30,99.352003
0.228254,26,99.396362
5.639628,74,99.547831
0.852217,52,99.634662
7.387734,115,99.856913
0.502579,35,99.91365
-0.157707,67,100.051875
1.830773,68,100.165922
2.31201,52,100.279577
2.34925,76,100.408491
3.977289,58,100.538455
5.450469,79,100.675118
3.153102,71,100.819529
0.34176,49,100.901387
-0.794932,59,101.025041
0.432767,16,101.051092
4.291571,69,101.167453
1.036685,57,101.289015
-0.387775,42,101.363563
1.417412,67,101.504868
0.897007,47,101.587294
-0.439969,26,101.632944
1.907242,53,101.747211
1.064378,46,101.823644
0.136049,11,101.841979
0.499825,16,101.868465
1.554599,82,102.029092
1.539261,47,102.105167
2.622971,49,102.209509
3.419607,63,102.313953
5.278496,111,102.529293
0.004333,58,102.631319
0.267871,56,102.752349
0.074185,9,102.768184
3.570743,80,102.906002
3.290062,56,103.027898
7.091051,79,103.189466
5.257258,70,103.320337
1.639925,46,103.399083
0.897334,54,103.515851
0.994081,61,103.617306
2.280978,69,103.759766
1.276247,105,103.963549
1.271054,52,104.052682
0.708508,86,104.22428
0.447997,30,104.273243
0.829263,52,104.361151
0.048771,19,104.41856
3.939969,77,104.551266
-0.313589,44,104.650034
1.549102,35,104.710121
1.69074,48,104.792115
-0.241143,52,104.904287
2.97133,71,105.022301
10.225531,120,105.244663
-0.366087,46,105.320621
2.483925,43,105.414436
4.537783,67,105.526224
1.810799,52,105.635013
1.604941,37,105.69649
3.486527,66,105.827907
1.782859,55,105.919193
-1.384109,68,106.028552
0.099158,14,106.076477
1.418376,52,106.163257
4.17372,156,106.461471
1.393858,48,106.569454
0.523718,49,106.653182
4.623157,69,106.771393
0.305752,43,106.870111
3.334695,74,106.995991
-0.0715,71,107.143796
2.41011,40,107.21116
0.322499,30,107.286112
3.878735,53,107.372782
2.025532,49,107.456312
2.929054,95,107.639928
1.921488,42,107.710259
0.332894,59,107.833056
2.9578,114,108.049546
0.119052,10,108.066569
2.033111,39,108.141194
1.448823,39,108.207903
0.194619,46,108.310407
1.922599,70,108.429823
2.099062,45,108.535459
2.539272,147,108.81867
0.893185,54,108.91317
6.639639,79,109.074398
-0.741652,46,109.153604
0.653424,35,109.214493
1.640201,40,109.306951
0.587179,51,109.393402
1.700395,51,109.505229
0.496163,17,109.534613
2.178873,61,109.638869
0.962916,54,109.756406
1.310036,32,109.810928
1.886232,41,109.881466
0.699198,42,109.979995
0.927438,28,110.02805
1.329334,44,110.098928
1.379684,41,110.166277
-0.040731,39,110.256699
0.794754,48,110.337329
0.998246,50,110.421204
1.510821,51,110.531269
0.482856,36,110.591048
1.796922,42,110.660878
0.691233,35,110.746325
0.949898,46,110.824275
1.371594,39,110.890524
-0.306906,64,111.025318
2.265441,56,111.119939
2.310093,43,111.212814
0.129969,52,111.301349
3.437357,61,111.430442
1.280186,48,111.512069
-0.353587,42,111.583376
1.125828,59,111.708127
2.995828,57,111.806491
0.883958,48,111.916891
-0.465568,58,112.015706
0.037088,10,112.032412
-1.217005,38,112.095881
2.13332,50,112.204605
-0.241452,39,112.268485
-1.337456,69,112.409465
1.339955,46,112.487677
3.987296,72,112.633151
-0.474329,44,112.706256
-1.249117,59,112.806423
0.127501,49,112.914219
1.303814,53,113.00064
1.328829,63,113.127953
0.40985,45,113.204685
0.70269,56,113.297625
2.10252,50,113.407949
-0.216559,52,113.495964
-2.545179,99,113.687124
2.468809,52,113.778411
3.173829,63,113.911742
-0.017076,10,113.929292
8.911425,142,114.194922
2.451966,74,114.342881
0.770314,56,114.438195
-1.062099,53,114.552322
-0.31411,49,114.632973
-1.159813,49,114.715202
2.06571,37,114.807785
1.556471,63,114.91572
4.371958,96,115.106655
0.266761,24,115.146936
-0.694903,72,115.296452
0.022207,36,115.357192
0.628155,33,115.413503
0.964291,32,115.46784
-1.118207,60,115.592157
0.679687,43,115.665519
0.832224,45,115.765438
-0.477526,95,115.925276
-1.253494,34,116.006164
-0.144889,71,116.121372
1.47526,50,116.203307
-0.495765,80,116.36912
-1.677442,48,116.449735
2.311699,65,116.588714
0.436367,43,116.662978
1.646412,50,116.773465
0.755143,49,116.855416
2.286722,46,116.932423
-0.027753,29,117.007003
0.662373,45,117.086526
1.603974,63,117.223318
2.19311,44,117.299675
-1.131369,39,117.365975
3.692886,68,117.506521
1.274024,54,117.598867
-0.834514,68,117.73995
2.74076,46,117.817026
2.677641,100,118.014599
0.175001,39,118.079644
0.406773,27,118.124957
5.827373,90,118.3081
0.433766,63,118.43595
1.089596,29,118.488132
0.577772,49,118.570275
4.904875,79,118.72934
1.236195,76,118.863751
0.24737,41,118.957961
1.390153,40,119.027634
0.565076,38,119.092829
1.404552,58,119.215463
-0.62266,83,119.36254
1.227478,34,119.44811
-1.089466,65,119.562889
0.57244,72,119.714138
1.52717,58,119.81174
4.106137,82,119.97472
-0.678641,52,120.062448
2.319939,65,120.198871
4.302673,55,120.292793
-0.267084,43,120.367907
5.937776,95,120.549115
0.176802,45,120.648777
2.144926,49,120.731538
0.156952,47,120.809512
2.359431,62,120.939472
10.791158,103,121.14282
2.665814,84,121.287567
1.617667,62,121.419989
0.0819,9,121.434797
-1.051165,50,121.517786
2.506633,118,121.744933
3.602644,85,121.915515
6.564018,186,122.263769
0.71573,66,122.404056
2.152802,89,122.559069
0.055669,75,122.711219
0.790087,37,122.774991
-1.267104,41,122.871833
0.895967,29,122.922457
-0.784258,53,123.016877
-3.307709,83,123.183712
1.981478,139,123.448241
10.197879,137,123.705812
1.534736,96,123.895877
-0.816657,47,123.975511
2.379341,99,124.172273
1.29013,37,124.237604
4.447502,83,124.403728
1.010061,35,124.461878
2.810311,94,124.643454
3.40645,53,124.732765
0.433607,42,124.830738
-0.010305,93,124.989333
2.757255,123,125.225881
-0.336167,105,125.424879
-0.572253,34,125.481713
6.682215,87,125.657298
-0.869559,33,125.71468
0.607073,36,125.803539
0.260245,57,125.901676
-0.90388,41,125.972358
-0.700369,46,126.074155
2.600637,46,126.153273
1.681151,49,126.263966
1.763628,49,126.347158
0.629001,20,126.381305
-0.747859,70,126.525799
-0.697509,62,126.632834
1.250154,40,126.700785
-1.804918,50,126.813491
-0.299116,37,126.876278
1.483391,42,126.948811
-1.742975,66,127.085422
1.969925,86,127.261536
0.150628,90,127.420402
0.446161,79,127.582249
2.779375,48,127.663471
0.615392,99,127.85407
-0.470712,56,127.975117
1.15839,41,128.043514
1.06822,75,128.169688
0.021896,63,128.302414
0.957425,63,128.408697
0.145383,50,128.519719
6.052259,103,128.71648
-0.047661,58,128.815084
-0.804854,123,129.053077
-1.120496,96,129.248103
1.530498,39,129.316848
-1.388574,53,129.409267
4.968389,62,129.53889
2.625619,41,129.60813
9.947491,167,129.947936
0.442098,15,129.97232
2.001622,42,130.040382
3.165585,69,130.174381
-2.958223,106,130.356895
2.821421,87,130.527967
1.181497,28,130.576833
1.012608,100,130.771726
0.672601,43,130.844955
0.484678,38,130.935381
1.753552,38,130.999911
1.481117,71,131.143447
0.035425,43,131.216753
0.385379,35,131.275465
2.48727,45,131.3734
-0.195864,43,131.446529
-0.785639,51,131.532865
4.250916,90,131.716279
1.439998,64,131.82494
1.090187,81,131.987815
0.810221,39,132.05727
1.336003,42,132.154275
1.746134,37,132.214381
3.539489,72,132.359967
1.622891,88,132.509143
-0.154505,23,132.54881
-0.117679,44,132.647983
1.978868,45,132.726455
1.280699,41,132.804086
0.76051,78,132.966184
1.109137,28,133.014919
1.504672,27,133.081999
3.410783,71,133.207841
3.358909,62,133.338949
1.305631,85,133.486211
1.250156,61,133.616186
0.695144,42,133.6891
2.221424,98,133.882343
1.16731,37,133.946171
0.691593,21,133.987302
2.557852,62,134.120725
5.990437,76,134.250376
1.54844,34,134.334692
1.409186,41,134.40446
2.206759,67,134.519795
0.945711,36,134.608538
1.419228,45,134.687528
8.459346,149,134.977795
0.159443,12,134.99848
2.055901,34,135.080622
4.478297,66,135.193094
2.343799,74,135.34271
1.791338,37,135.403512
1.642317,57,135.497398
-3.264471,92,135.674576
0.260267,17,135.703696
0.728816,34,135.7876
3.233159,50,135.875572
-1.342384,46,135.953804
2.698751,52,136.067636
5.712172,124,136.302061
4.259078,96,136.465183
0.038811,30,136.539175
1.184592,43,136.612984
0.844558,23,136.659692
2.391014,42,136.744736
5.862552,94,136.934314
0.411733,15,136.960243
4.37586,55,137.081065
1.361327,51,137.168109
1.606687,85,137.335442
0.879141,98,137.525438
1.36286,41,137.597751
0.206002,48,137.683164
0.681653,67,137.824228
3.899088,58,137.924546
4.760481,79,138.082329
0.574262,56,138.175486
1.267795,102,138.381013
1.412639,52,138.496529
1.133596,36,138.562135
0.693694,43,138.639523
-0.131517,26,138.684036
2.17324,87,138.863461
2.34099,47,138.946081
0.126015,13,138.969119
9.317007,99,139.170402
1.926917,54,139.292693
0.483578,56,139.391721
0.932482,50,139.503983
2.656825,78,139.638081
0.364831,64,139.774103
1.235296,43,139.847778
0.749636,44,139.922643
0.590245,48,140.02974
0.488988,87,140.17806
2.005055,39,140.271226
6.242829,164,140.588646
5.85351,132,140.840779
0.685003,117,141.066733
2.492808,42,141.140284
2.881889,49,141.249238
-2.208674,206,141.626175
2.148748,43,141.723908
0.378197,77,141.856222
0.646222,37,141.921241
-1.342378,41,142.016193
0.351216,37,142.082433
2.31381,47,142.165267
2.106252,58,142.290872
-4.910316,157,142.592016
5.04133,103,142.79516
1.475033,46,142.87584
3.194113,45,142.976254
1.108498,67,143.092263
0.118402,44,143.168333
3.152695,60,143.294905
0.500825,42,143.366589
1.880392,87,143.538002
0.460465,69,143.653506
-0.486602,47,143.754521
1.830436,45,143.830906
1.111981,158,144.121276
-0.928815,84,144.294914
1.705082,45,144.376619
0.757185,57,144.498169
1.390719,116,144.721087
-0.220167,57,144.81853
0.782517,42,144.91747
2.540406,76,145.049065
5.414181,85,145.21871
-0.666954,35,145.278338
1.451293,60,145.406977
1.228058,111,145.593267
0.481551,38,145.679854
-0.542435,46,145.757954
13.720954,195,146.138474
0.734372,55,146.231279
-9.954376,152,146.524363
-0.916603,43,146.623649
-1.171086,57,146.722468
0.599766,27,146.770029
0.985865,48,146.878943
5.641024,108,147.067973
1.279613,48,147.176958
0.936572,46,147.257288
1.05431,68,147.400179
2.381893,41,147.470659
2.767156,104,147.674821
-0.975522,70,147.794146
-0.637047,49,147.901077
3.375555,72,148.026895
0.997563,24,148.094994
1.328762,42,148.167039
0.953248,67,148.287905
1.460732,38,148.380695
6.729237,102,148.552928
2.303964,55,148.669272
0.519699,25,148.711701
1.022563,45,148.78719
0.773769,21,148.84925
2.230333,42,148.923668
4.302381,58,149.026774
1.321931,73,149.176127
-0.09636,73,149.325044
3.629339,64,149.433213
5.032456,111,149.645579
0.031074,8,149.658713
-0.478504,50,149.740395
4.745403,87,149.913756
0.765637,30,149.96467
-0.651085,42,150.059237
0.548795,65,150.175356
0.991145,60,150.303528
0.740772,51,150.390877
2.284192,44,150.465942
-4.639406,93,150.648488
1.733341,61,150.777254
-0.847294,74,150.905772
-0.930552,58,151.030246
-5.767386,97,151.203643
2.570044,43,151.305184
0.107068,53,151.395753
1.441338,73,151.544306
9.45879,109,151.732973
2.182879,68,151.875212
0.474982,54,151.969126
-1.429569,95,152.156967
-0.092181,12,152.17744
-1.109929,88,152.353418
3.038692,71,152.498207
0.544975,34,152.559226
2.943786,103,152.757791
1.94469,42,152.830458
0.288255,41,152.901257
-0.115623,37,152.990132
1.789076,43,153.064041
4.03909,64,153.174387
11.427463,174,153.527349
0.832302,41,153.5956
-0.474344,169,153.912797
10.168379,123,154.148882
2.589406,136,154.410452
0.917912,27,154.484142
-0.052155,89,154.637215
0.43998,109,154.850399
0.888442,35,154.910902
1.420398,78,155.066497
4.309492,64,155.195414
4.739391,90,155.349101
3.327204,87,155.525835
1.634485,60,155.630198
4.148986,105,155.839936
1.547703,52,155.958404
-0.173059,24,155.998841
0.168958,13,156.020749
1.470459,52,156.108173
1.567405,55,156.226459
2.395841,53,156.316233
4.994235,191,156.699613
6.143604,100,156.872393
0.705356,41,156.968813
5.728879,142,157.239526
0.523992,24,157.282447
1.871848,50,157.369824
-0.908137,140,157.657231
2.449146,53,157.752294
2.55215,138,158.021035
1.083652,40,158.091138
-0.882663,77,158.245428
1.843768,56,158.339875
0.288006,42,158.435915
0.755001,28,158.482788
-0.217843,58,158.583395
-0.722823,57,158.701519
3.720422,95,158.889791
3.130155,51,158.976074
0.183937,44,159.051102
0.962487,42,159.147147
0.678589,19,159.179622
-0.929886,58,159.28044
-0.250082,48,159.384846
0.078249,10,159.402568
0.040415,9,159.418385
-0.109509,43,159.494883
1.414087,54,159.589464
0.070644,90,159.776605
3.080974,61,159.90915
4.661779,79,160.046137
3.08428,64,160.18002
4.079843,67,160.293461
1.66845,49,160.402951
3.694992,78,160.542581
1.525679,63,160.67625
0.108626,64,160.788591
1.256381,40,160.880756
1.736754,116,161.109369
0.358204,23,161.150428
3.615801,87,161.299961
0.351002,62,161.428861
1.93788,58,161.528236
0.385787,31,161.607444
0.69092,39,161.677944
3.880826,81,161.820234
0.350014,44,161.922707
1.41331,44,161.997663
1.81091,50,162.107993
2.338865,62,162.215033
-0.632819,39,162.282063
0.495219,43,162.378732
-0.391349,68,162.494813
1.471174,66,162.636404
1.443025,59,162.739137
-3.780253,73,162.891881
-0.465475,49,162.976632
1.295286,50,163.086959
0.125504,58,163.186521
5.429276,77,163.343843
1.117099,46,163.420654
-0.829537,52,163.508382
-0.617405,148,163.812297
1.196618,64,163.922207
1.978413,69,164.065768
1.241891,37,164.127924
1.602511,58,164.225051
0.904666,44,164.32549
3.393082,52,164.41503
3.79499,91,164.594658
-0.247152,59,164.695842
0.888968,45,164.801307
5.607753,82,164.945757
1.058795,49,165.057466
1.23296,53,165.145289
1.50542,64,165.272933
2.754043,64,165.387669
0.90747,55,165.485902
0.033516,63,165.619476
-0.167297,35,165.67965
3.97708,67,165.815403
3.786532,68,165.928302
0.402245,54,166.045031
0.237779,16,166.073366
-0.075071,121,166.304054
2.783599,59,166.404697
-2.099335,99,166.602809
0.892744,40,166.672132
0.584863,54,166.791779
5.136768,64,166.906821
2.017755,65,167.046093
6.668801,99,167.241771
1.159627,39,167.311711
2.779194,64,167.428583
5.337903,74,167.582482
3.60926,49,167.666862
-1.745453,68,167.811891
0.61069,62,167.92338
-0.308938,52,168.040583
0.545489,53,168.130303
1.765702,91,168.307095
4.332321,55,168.40137
2.392309,48,168.511371
0.968243,95,168.680321
1.058657,40,168.775898
-0.318787,48,168.858877
-0.287754,60,168.982498
17.785615,214,169.37937
6.201462,121,169.605793
0.085111,42,169.678792
-0.139622,119,169.910178
7.342854,74,170.062052
0.541095,39,170.127709
1.619855,67,170.271135
-0.773938,44,170.349623
-0.348157,225,170.79485
2.419795,48,170.879185
3.984106,56,171.000067
0.857489,45,171.076978
3.475111,56,171.195853
1.213844,48,171.288049
-0.128612,66,171.409274
1.091594,33,171.493603
-0.807709,55,171.590049
-0.070325,38,171.656085
0.668437,22,171.718987
0.32121,34,171.779922
2.498925,40,171.85089
2.696822,38,171.918776
3.467964,44,172.02132
0.844269,36,172.085621
-3.441253,82,172.253205
-0.964431,139,172.5225
3.951712,70,172.641726
4.264782,101,172.835049
-0.292221,61,172.960773
0.459746,40,173.028924
-1.708094,120,173.260576
1.306219,94,173.446124
2.477648,53,173.5372
5.469318,56,173.63494
1.35004,52,173.74786
2.008523,40,173.818812
2.382518,47,173.92426
2.317821,61,174.026713
21.397944,326,174.671055
1.788998,38,174.735174
17.849937,237,175.20741
0.983969,33,175.263443
5.254356,80,175.426449
0.570936,49,175.509832
0.847498,48,175.590492
1.514033,43,175.685207
1.363222,70,175.804557
3.841914,46,175.906098
4.093828,66,176.023311
-3.189753,85,176.196466
0.799111,24,176.238046
0.690074,31,176.292271
0.251008,60,176.420164
5.216524,117,176.648969
0.099807,11,176.66733
6.535463,71,176.786132
3.384896,59,176.911929
2.451593,37,176.977219
4.222169,59,177.086345
1.145108,50,177.192456
-1.138533,137,177.451735
2.427501,66,177.56049
-0.219217,103,177.763526
0.559144,19,177.797904
-0.719495,38,177.886265
1.835242,92,178.038981
2.588699,91,178.217915
-0.276383,50,178.303618
0.786164,46,178.408717
-0.429129,49,178.49377
3.134601,55,178.615824
0.915507,51,178.700862
0.940718,61,178.82578
-1.434836,70,178.953807
2.092281,54,179.048981
5.019978,65,179.184995
0.78937,93,179.365841
-1.44623,89,179.518071
1.445725,46,179.621531
0.780801,44,179.697877
0.209558,51,179.812491
8.07425,110,180.006692
3.721007,96,180.193738
6.711338,66,180.337003
1.99917,35,180.397987
-0.437954,42,180.471431
9.05339,144,180.751088
1.033462,36,180.838579
1.069963,28,180.888717
6.800519,70,181.011164
11.931712,146,181.319813
3.250808,59,181.418947
3.536182,63,181.525462
3.910503,139,181.811591
1.366039,71,181.934287
1.518503,85,182.101205
1.940839,56,182.199328
-1.261892,44,182.296924
1.826669,42,182.371731
0.758062,38,182.438862
3.127173,72,182.588418
0.846994,52,182.678286
0.110376,56,182.802551
1.176552,53,182.894896
0.828048,66,183.032655
2.44686,43,183.105201
7.547394,92,183.286398
-0.070984,15,183.312225
0.816607,48,183.397896
-0.15731,47,183.479288
0.458748,182,183.841519
6.569805,87,184.011757
-0.239768,35,184.071936
3.334457,95,184.269047
3.714462,82,184.40661
4.465879,48,184.512995
1.450641,217,184.919521
1.018424,41,185.015616
0.601597,55,185.105516
3.388615,64,185.233989
-0.107636,135,185.493309
3.599092,71,185.61414
-0.0418,95,185.804984
2.511983,38,185.871593
6.201843,126,186.114807
0.344499,62,186.241759
1.1625,198,186.616366
3.538166,66,186.757472
0.780548,48,186.838869
7.21441,65,186.976976
2.49493,45,187.05194
3.800787,48,187.134823
1.075048,53,187.252674
1.969121,74,187.37981
0.458998,64,187.515592
6.744052,81,187.655961
1.516859,42,187.751447
-0.890827,59,187.850965
0.025553,42,187.944531
-1.459061,89,188.092778
11.575105,124,188.32893
2.372967,55,188.446885
2.028044,40,188.518913
1.452642,43,188.594649
2.421049,50,188.703634
-1.299619,46,188.78223
1.662738,74,188.93027
3.335841,86,189.076818
1.450029,48,189.18304
0.973295,56,189.278976
0.483122,50,189.387917
1.707811,70,189.504165
0.738914,37,189.565877
2.556641,63,189.695324
1.956876,87,189.863702
2.363166,91,190.020886
1.625129,49,190.132464
-0.728734,37,190.195898
3.589156,74,190.32211
-0.319645,75,190.477319
0.582968,61,190.602585
2.247006,91,190.759202
1.326579,54,190.877409
0.298872,52,190.967366
0.637323,46,191.046912
1.473709,51,191.15851
0.699457,58,191.25962
-1.638035,82,191.431935
0.473099,31,191.485656
-1.326925,104,191.690784
1.572814,65,191.804135
-1.686125,57,191.924769
1.800532,46,192.003244
0.246257,41,192.097542
1.909365,38,192.163678
9.22736,101,192.366835
3.258116,180,192.70805
0.300816,68,192.850141
3.516474,58,192.947473
1.286364,37,193.011005
-1.266828,70,193.158609
